,RANK,POENG,Resultat,Lagnavn:,Antall på lag (SKRIV KUN TALL):,1. (SKRIV MED BLOKKBOKSTAVER),2. (SKRIV MED BLOKKBOKSTAVER),3. (SKRIV DATOEN SÅNN HER: DD.MM.ÅÅÅÅ),4. (SKRIV MED BLOKKBOKSTAVER),5. (SKRIV MED BLOKKBOKSTAVER),6. (SKRIV MED BLOKKBOKSTAVER),7. (SKRIV MED BLOKKBOKSTAVER),8. (SKRIV MED BLOKKBOKSTAVER),9. (SKRIV MED TALL),10. (SKRIV MED BLOKKBOKSTAVER),11. (SKRIV MED TALL),12. (SKRIV MED BLOKKBOKSTAVER),13. (SKRIV MED BLOKKBOKSTAVER),"14. (SKRIV MED BLOKKBOKSTAVER) OG SVAR MED TALL, IKKE BOKSTAVER",15. (SKRIV MED BLOKKBOKSTAVER),16. (SKRIV MED BLOKKBOKSTAVER),17. (SKRIV MED BLOKKBOKSTAVER),18. (SKRIV MED BLOKKBOKSTAVER),19. (SKRIV MED BLOKKBOKSTAVER),20. (SKRIV MED BLOKKBOKSTAVER),21. (SKRIV MED BLOKKBOKSTAVER),22. (SKRIV MED BLOKKBOKSTAVER),23. (SKRIV MED BLOKKBOKSTAVER),"24. (SKRIV MED BLOKKBOKSTAVER) HA ""OG"" MELLOM HVERT PRODUKT. EKSEMPEL: KLUBBE OG SVERD OG PISTOL OG ATOMBOMBE. FRA ELDSTE PRODUKT TIL NYESTE.",25. (SKRIV MED BLOKKBOKSTAVER),26. (SKRIV MED BLOKKBOKSTAVER),27. (SKRIV KUN TALL),28. (SKRIV MED BLOKKBOKSTAVER),29. (SKRIV MED BLOKKBOKSTAVER),30. (SKRIV MED BLOKKBOKSTAVER)
,22,10,10 / 32,Krattis,2,INDIANA JONES,FLODHESTSKREKK,22.09.1939,RHODE ISLAND,PSYDUCK,20%,KOMIKERFRUE,RUSSLAND,1970,PELE,320,SVERIGE,EIFFELTÅRNET,9,TITANIC,COLORADO,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),DUE,BANGLADESH,ONSDAG,NICOLE KIDMAN,TYNGDEKRAFT,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,ALFRED HITCHCOCK,91,EMPIRE STATE BUILDING,KATT,KJÆRLIGHETEN
,22,10,10 / 32,Kolla,4,INDIANA JONES,FLODHEST,10091939,FLORIDA,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1973,DIEGO MARADONA,150,INDIA,EIFFELTÅRNET,12,TOOTSIE,NEW JERSEY,..,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,MALAYSIA,TORSDAG,GWYNETH PATROW,KRAFT,TAMAGOTCHI OG FURBY OG  IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,Knut & Alpakka All Stars,2,INDIANA JONES,FLODHEST,07.09.1939,RHODE ISLAND,NEBBY,10%,PILOTFRUE,RUSSLAND,1973,MIROSLAV KLOSE,30,STORBRITTANIA,EIFELTÅRNET,8,TITANIC,TEXAS,DIXIES,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LØVE,MONGOLIA,TORSDAG,GWYNETH PALTROW,CRITICAL,TAMAGOTCHI OG PLAYSTATION 2 OG FURBY OG IPOD,PRIMADONNA,HITCHCOCK,93,EMPIRE STATE BUILDING,GNAGER,EVIGHET
,22,10,10 / 32,Jul Ing,2,?,NESEHORN,04.04.1939,SOUTH CAROLINA,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1978,PELE,60,STORBRITANNIA ,EIFFELTÅRNET,9,?,NEVADA,?,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),GEVÆR,PAKISTAN,ONSDAG,MARIA CAREY,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,NARSISIT,?,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,Jubelsau & Knurre Funkeldill,3,DOCTOR JONES,HESTER,28.08.1939,MARYLAND,PSYDUCK,10%,VOE,NORGE,1973,FOTBALL,137,SØR KOREA,EIFELLTÅRNET,12,TITANIC,KENTUCKY,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MÅNE,VIETNAM,TORSDAG,UMA THURMAN,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2 (PS2),DIVA,ALFRED HITCHCOCK,92,EMPIRE STATE BUILDING,KATTE,KJÆRLIGHET
,22,10,10 / 32,HYDRAPIKK,1,INDIANA JONES,FLODHEST,09.04.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1971,MESSI,60,KOREA,EIFFELTÅRNET,5,TITANIC,SOUTH CAROLINA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),REKE,NORD KOREA,ONSDAG,LYSETS HASTIGHET,  E,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,EGO,MARTIN SCORSESE,93,EMPIRE STATE BUILDING,KATTEDYR,3
,22,10,10 / 32,Hjemmekos,3,-,FLODHEST,1939,WISCONSIN,POKEMON,10%,PILOTFRUE,NORGE,1972,MARADONA,97,TYSKLAND,EIFELTÅRNET,19,TITANIC,NORTH CAROLINA,EPHEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR ,KIRGISISTAN,MANDAG,-,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2,DIVA,CHAPLIN,1928,EMPIRE STATE BUILDING,FUGL,KJÆRLIGHET
,22,10,10 / 32,Gullgutten,1,PROFFERSOR,HEST,07.03.1939,PHILDELFHIA,FDG,10%,PILOTFRUE,INDONESIA,1975,MIROSLAV KLOSE PASSERTE,54,PARIS,GGH,9,TITANIC,IOWA,ABBA,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK-47 ,BELGIA,TORSDAG,ANGELINA JOLIE,LYSFARTEN,D B A C,PRIMADONNA,BOB HOPE,96,ONE WORLD TRADE CENTER ,KATTEFAMILIEN,KJÆRLIGHET
,22,10,10 / 32,Gladgata,2,INDIANA JONES,FLODHEST,09.10.1939,TEXAS,MEGAMON,10%,PILOTFRUE,NORGE,1964,KLOSE,200,SØR KOREA,EIFFELTÅRNET,6,TITANIC,NEBRASKA,NSYNC,C) ETHIOPIA OG BELGIA (SAMMENLAGT),KNIV,INDONESIA ,FREDAG,PALTROW,CORRELATION,DACB,BITCH,HITCHCOCK ,97,EMPIRE STATE BUILDING,MAURSLUKER,KJÆRLIGHET
,22,10,10 / 32,Fritidsklubben,3,INDIANA JONES,FLODHEST,10.02.1939,FLORIDA,PLATTIPUS,10%,MAMMA TIL MICHELLE,NORGE,1967,DIEGO MARADONA,38,SØR-KOREA,EIFFELTÅRNET,7,TITANIC,UTAH,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),FUGL,THAILAND,TORSDAG,DREW BARRYMORE,KRAFT,FURBY OG TAMAGOTCHI OG IPOD OG PS2,AROGANT,CHARLIE CHAPLIN,93,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,Forbanna Kokos,2,INDIANA JONES,FLODHESTER,10.05.1939,RHODE ISLAND,PSYDUCK,20%,MAMMAEN TIL MICHELLE,RUSSLAND,1969,KLOSE,45,JAPAN,EIFELLTÅRNET,12,TOOTSIE,KANSAS,BIG BANG,C) ETHIOPIA OG BELGIA (SAMMENLAGT),PISTOL,NORD KOREA,ONSDAG,DAVIES,CURRENT,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,HITCHCOCK,91,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,FLANELL,3,INDIANA JONES,FLODHEST,01.09.1939,FLORIDA,DUCKY,10%,VET IKKE,RUSSLAND,1968,MIROSLAV KLOSE,50,KOREA,EIFFELTÅRNET,8,TITANIC,COLORADO,M2M,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),HALVMÅNE,DE ARABISKE EMIRATER,TORSDAG,GWYNETH PALTROW,KARBON,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,MISS,WALT DISNEY,93,EMPIRE STATE BUILDING,KATTEFAMILIE,KJÆRLIGHET
,22,10,10 / 32,En himmel full av hjerner!,4,INDIANA JONES,FLODHESTER,01.10.1939,TEXAS,DUCKLING,10%,PILOTFRUE,RUSSLAND,1971,MIROSLAV KLOSE,80,SØR KOREA,EIFFELTÅRNET,10,TEN TOOTH IN THE BIG SEA,WYOMING,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),PENGER,NORD KOREA,TORSDAG,GWYNETH PALTROW,TYNGDEKRAFT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIPPEN,STANLEY KUBRICK,92,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,DUM & DUMMERE ,2,INDIANA JONES ,VANN,09.09.1939,CALIFORNIA,PSYDUCK,20%,PILOTFRUE,RUSSLAND ,1973,PELÉ,130,INDIA ,EIFELTÅRNET,10,TITANIC ,ILLINOIS ,THE CARDIGANS ,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),HALVMÅNE ,NEPAL ,SØNDAG ,GWYNETH PALTROW,PASS ,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD ,KJERRING ,ALFRED HITCHCOCK ,90,EMPIRE STATE BUILDING,KATTEDYR ,EVIGHET 
,22,10,10 / 32,Drink Drank Drunk,4,INDIANA JONES,FLODHEST,03.10.1939,MAINE,PSYDUCK,5%,PILOTFRUE,AUSTRALIA,1968,DIEGO MARADONA,180,SØR KOREA,EIFFELTÅRNET,8,TITANIC,PENNSYLVANIA,M2M,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),CASSAVA,ULAN BATOR,MANDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,FRED ASTAIRE,92,CHRYSLER BUILDING,PATTEDYR,KJÆRLIGHET
,22,10,10 / 32,Det svir når vi quizer,4,INDIANA JONES,FLODHEST,15.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1977,MIROSLAV KLOSE,1000,INDIA,EIFFELTÅRNET,21,TITANS,COLORADO,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),BAJONETTE,MONGOLIA,SØNDAG,NICOLE KIDMAN,HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,ALFRED HITCHCOCK,92,CHRYSLER BYGGNINGEN,KATTEFAMILIEN,KJÆRLIGHET
,22,10,10 / 32,Danish Dynamite,1,INDIANA JONES,FLODHESTER,13.10.1939,MAINE,MAKKU,10%,FOTBALLFRUE,NORGE,1970,KLOSE,367,INDIA,EIFFELTÅRNET,NI,TEN TEETH,TENNESSEE,A1,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),GEVÆR,AFGHANISTAN,TIRSDAG,.. ,CYKEL,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,ARBITRÆR,Fellini,92,EMPIRE STATE BUILDING,GNAGER,LIV
,22,10,10 / 32,DAN BØRGE BUKKAKERØ,4,INDIANA JONES,FLODHEST,06.06.1939,MAINE,DUCKAMON,20%,PILOTFRUE,AUSTRALIA,1976,RONALDINHO,200,INDIA,EIFFELTÅRNET,10,TITANIC,OHIO,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,MONGOLIA,TIRSDAG,GWYNETH PALTROW,FART,TAMAGOTCHI OG PLAYSTATION 2 OG FURBY OG IPOD,DIVA,TIRSDAG,89,EMPIRE STATE BUILDING,BELTEDYR,KJÆRLIGHET
,22,10,10 / 32,CORONITAS,4,INDIANA JONES,REDSEL FOR FLODHEST,01.09.1939,FLORIDA,ZAIDUCK,10%,PILOTFRUE,RUSSLAND,1969,MIROSLAV KLOSE,3000,SØR-KOREA,EIFFELTÅRNET,14,10XTANN C,ARIZONA,BRISKEBY,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,THAILAND,TORSDAG,DEMI MOORE,LYSETS HASTIGHET I VAKUM,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,BITCH,ELVIS,92,CHRYSTLER,BELTEDYR,KJÆRLIGHET
,22,10,10 / 32,CG3,2,INDIANA JONES,HEST,08.09.1939,NEW HAMPSHIRE,GALDUCK,10%,PILOTFRUE,INDONESIA,1969,RONALDO,25,INDIA,EIFFELTÅRNET,10,C20,PHILADELPHIA,EPHEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),PLANET,INDONESIA,TORSDAG,LIV TYLER,FART,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,WALT DISNEY,94,EMPIRE STATE BUILDING ,INSEKT,KJÆRLIGHET
,22,10,10 / 32,Birkeball,3,INDIANA JONES,FLODHESTER,08.10.1939,MAINE,V,10%,PILOTFRUE,Russland,1971,RONALDO,200,Sør korea,EIFFELTÅRNET,8,V,V,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),Gevær,PAKISTAN,TORSDAG,GWENETH PALTROW,ARBEID,DCBA,PRIMADONNA,ORSON WELLS,92,EMPIRE STATE BUILDING,V,KJÆRLIGHET
,22,10,10 / 32,Beyonce Knowalls,2,INDIANA JONES,FLODHESTER,09.09.1939,MIAMI,PSYDUCK,10%,PILOTFRUE,NORGE,1972,MIROSLAV KLOSE,300,JAPAN,EIFFELTÅRNET,15,TOOTSIE TEN,OKLAHOMA,GIRLS,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),MÅNE,NORD KOREA,TORSDAG,GWYNETH PALTRHOW,CARBON,C OG D OG B OG A,DIVA,CHARLIE CHAPLIN,92,EMPIRE STATE BUILDING,GNAGERFAMILIEN,KJÆRLIGHET
,22,10,10 / 32,BEST PÅ BENKEN,2,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,CHILE,1975,KLOSE,2500,INDIA,EIFELTORNET,12,TITANIC,NEVADA,VET IKKE,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KNIV,MONGOLIA,TORSDAG,JULIA ROBERTS,TYNGDEKRAFT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,VET IKKE,SINATRA,96,EMPIRE,GNAGER,KJÆRLIGHET
,22,10,10 / 32,AnMi,2,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PLATIPOWER,10%,PILOTFRUE,AUSTRALIA,1978,ZIDANE,180,SØR KOREA,EIFFELTÅRNET,25,TOOTSIE,NEVADA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KASTANJENØTT,UZBEKISTAN,TORSDAG,GWENYLTH PALTROW,KRAFT,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,HIGH MAINTANANCE,ALFRED HITCHCOCK,98,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,Alternative fakta,2,INDIANA JONES,FLODHEST,18.09.1939,NEW MEXICO,PLATYPUS,5%,PILOTFRUE,RUSSLAND,1968,HENRY,161,SØR KOREA,EIFFELTÅRNET ,9,TITANIC,OHIO,BRISKEBY,B) NEPAL OG MALAYSIA (SAMMENLAGT),HAKKE,KAMBODSJA,MANDAG,WITHERSPOON,KRAFT,D OG C OG B OG A,PRIMADONNA,CAPPELO ,98,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,ALFONS PIZZA,2,INDIANA JONES,HESTER,16.07.1939,NEW JERSEY,PLATYPUS,10%,PILOTFRUE,GRØNNLAND,1972,MESSI,60,ENGLAND,EIFFELTÅRNET,14,TEN TEETH IN THE SEA,CALIFORNIA,GIRLS ALOUD,B) NEPAL OG MALAYSIA (SAMMENLAGT),RIFLE,SØR KOREA,TORSDAG,ANGELINA JOLIE,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,?,HITCHCOCK,92,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,A/S,2,INDIANA JONES,FLODHESTER,07.12.1939,FLORIDA,PSYDUCK,10%,BLONDINE BELLA,AUSTRALIA,1965,MIROSLAV KLOSE,1000,SØR-KOREA,EIFFELTÅRNET ,22,CATS,COLORADO,NSYNC,C) ETHIOPIA OG BELGIA (SAMMENLAGT),PÆRETRE,MALAYSIA,TORSDAG,GWYNETH PALTROW,C,TANAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,BITCH,WALT DISNEY,94,EMPIRE STATE BUILDING,KATTEDYR,GLEDE
,23,9 ,9 / 32,TØYSEJENTELAGET,2,TISSEMANN,FLODHEST,09. APRIL,MAYNE,KOSEDIREKTØR,10%,PILOTFRUE,CHILE,1972,KLOSE,40,SVERIGE,EIFFELTÅRNET,7,TITANIC,KANSAS,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,VIETNAM,TORSDAG,GWYNETH PALTROW,CRAFT,CDBA,NEI,EASTWOOD,93,EMPIRE STATE BUILDING,APEKATT,KJÆRLIGHET
,23,9 ,9 / 32,TULLEGUTTA,5,DR. JONES,FLODHEST,17.10.1939,MAINE,PSYDUCK,10%,PILOTFRUE,USA,1969,MIROSLAV KLOSE,50,SØR-KOREA,EMPIRE STATE BUILDING,25,TITANIC,OHIO,THE CARPENTER,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),LØVE,NORD-KOREA,TORSDAG,DREW BARRYMORE,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,JOHN,97,ROCKEFELLER ,APE,GLEDE
,23,9 ,9 / 32,Tressis,3,INDIANA JONES,FLODEHEST,7 NOVEMBER ,MARYLAND,PSYDUCK,5%,PILOTFRUE,RUSSLAND,1968,MARADONNA,100,SØRKOREA,EIFFELTÅRNET,10,TITANIC,NEW YORK STATE,EPHEMERA ,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,MONGOLIA ,LØRDAG,DEMI MOORE,VEKT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATOIN 2,SELVISK,HITCHCOCK,94,ROCKEFELLER ,KATT,KJÆRLIGHET
,23,9 ,9 / 32,Traktor i senga,3,INDIANA JONES,FLODHESTER,10.07.1939,NEW YORK,PSYDUCK,10%,PILOTFRUE,NORGE,1970,TOPPSCORER FOTBALL VM,60,INDIA,EIFELTÅRNET,13,TITANIC,STAT SOM GRENSER TIL,BERTINE ZETLITS,B) NEPAL OG MALAYSIA (SAMMENLAGT),MOZAMBIQUE FLAGG?,NORD-KOREA,TORSDAG,CAMERON DIAZ,E=MC2,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,ALFRED HITCHCOCK,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,23,9 ,9 / 32,TOTTENHAM,3,VEG,FLODHESTER,09.04.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1972,THOMAS MULLER,201,JAPAN,EIFFELTÅRNET,13,TOOTSIE,KENTUCKY,DOMPAPP,B) NEPAL OG MALAYSIA (SAMMENLAGT),SOL,AFGHANISTAN,TORSDAG,ANGELINA JOLIE,CELSIUS,D OG A OG B OG C,FIRST LADY,ALFRED HITCHCOCK,98,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,23,9 ,9 / 32,To Wine or not to wine,3,INDIANA JONES,STORE DYR,13.09.1939,RODE ISLAND,PLATTIPUTIMON,10%,PILOTFRUE,RUSSLAND,1967,RONALDO,37,SØR-KOREA,EIFFELTÅRNET,10,JAWS,TEXAS,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),FUGL,SRI LANKA,FREDAG,GWYNETH PALTROW,LYSFART,PLAYSTATION 2 OG TAMAGOTCHI OG FURBY OG IPOD,DIVA,HITCHCOCK,94,EMPIRE STATE BUILDING,MÅRFAMILIEN,EN STI
,23,9 ,9 / 32,Tirsdagsvin,3,THE HUNK,HESTER,08.04.1939,FLORIDA,DUCKACHU,10%,PILOTFRUE,NORGE,1970,JACOBSEN,20000,INDIA,EIFFELTÅRNET,8,CT,NEVADA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SOMMERFUGL,IRAN,TORSDAG,HOLMES,C,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2,NARSISSISTISK,DISNEY,92,ROCKEFELLER,GNAGER,KJÆRLIGHET
,23,9 ,9 / 32,Team Sørensen,3,INDIANA JONES,LEGER,04.09.1939,MINESOTA,CORDY,10%,PILOTFRUE,NORGE,1970,MARADONNA,120,SØR KOREA,EMPIRE STATE BUILDING,9,GRINCHEN,?,EMPHEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FISK,FILIPPINENE,TORSDAG,CAMERON DIAZ,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,DIVA,?,92,TRUMP TOWER,ANTILOPE,KJÆRLIGHET
,23,9 ,9 / 32,TEAM SVORSK,5,INDIANA JONES,FLODHEST,15.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1972,KLOSE,30,INDIA,EIFFELTÅRNET,11,PASS,IOWA,SURFEROSA,B) NEPAL OG MALAYSIA (SAMMENLAGT),KLAPPERSLANGE,VIETNAM,TORSDAG,SANDRA BULLOCK,LYSES HASTIGHET,TAMAGOTCH OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,STEPHEN KING,91,EMPIRE STATE BUILDING,KRYPDYR,KJÆRLIGHET
,23,9 ,9 / 32,TEAM LEKAAS,2,ARKIMEDES,FLODHESTER,21.10.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1974,RONALDO,683,INDIA,EIFFELTÅRNET,15,TITANIC,MISSISSIPPI,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),LJÅ,FILIPPINENE,ONSDAG,GWYNETH PALTROW,HASTIGHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,HERSKERINNE,HANS K,94,EMPIRE STATE BUILDING,HEST,KJÆRLIGHET
,23,9 ,9 / 32,Team Jong,3,INDIANA JONES,HESTER,01.10.1939,MAINE,PLATAPUS,5%,PILOTFRUE,RUSSLAND,1972,RONALDO,140,KINA,EIFFELTÅRNET,15,INC GRINDER,TEXAS,DREAMERS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LØVE,MALAYSIA,TORSDAG,DOLLY PARTON,HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,HITCHCOCK,93,EMPIRE STATE BUILDING,HJORTEDYR,MOTIV
,23,9 ,9 / 32,Stratos med dipp,2,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PASS,20%,PILOTFRUE,RUSSLAND,1970,MÜLLER,60,INDIA,EIFELTÅRNET,18,PASS,ARIZONA,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,BANGLADESH,TORSDAG,GWYNETH PALTROW,PASS,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,PASS,PASS,93,EMPIRE STATE BUILDING,KATT,PASS
,23,9 ,9 / 32,SOMEBODY COME GET HERRRRRRR,5,DOCTOR WHO,FLODHEST,14.11.1939,MICHIGAN,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1962,MIROSLAV KLOSE,235,INDIA,EIFFEILTÅRNET,24,TITANIC,TENNESSE,ATOMIC KITTEN,B) NEPAL OG MALAYSIA (SAMMENLAGT),SJIRAFF,MALAYSIA,TORSDAG,CAMERON DIAZ,AKSELERASJON,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD ,GOLDDIGGER,STEVEN SPIELBERG,94,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,23,9 ,9 / 32,Social Quiztancing,4,INDIANA JONES,VANN,18.09.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,DANMARK,1974,RONALDO,369,INDIA,EIFFELTÅRNET,12,FILM ,TEXAS,TAKE THAT,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),BLOMST,PAKISTAN,TORSDAG,CAMERON DIAZ,HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,WALT DISNEY,92,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,23,9 ,9 / 32,SinsenKollektivet,3,INDIANA JONES,VANN,15.10.1939,FLORIDA,CRAZYDUCK,10%,PILOTFRUE,RUSSLAND,1973,MIROSLAV KLOSE,50,ENGLAND,EIFFELTÅRNET,9,TITANIC,MAINE,M2M,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),GEVÆR,VIETNAM,TORSDAG,JULIET LEWIS,KARBON,D OG C OG A OG B,DIVA,PICK VAN LICK,94,EMPIRE STATE BUILDING,GNAGERFAMILIEN,KJÆRLIGHET
,23,9 ,9 / 32,SESVAS,2,INDIANA JONES,FLODHEST,13.08.1939,VERMONT,PSYDUCK,10%,FOTBALLFRUE,NORGE,1969,PELE,43,INDIA,EIFFELTÅRNET,12,TITANIC,MAINE,EPHEMRA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),BÅT,VIETNAM,TORSDAG,ANGELINA JOLIE,KRAFT,TAMAGOTCHI OG IPOD OG PS2 OG FURBY,DIVA,HANSEN,94,EMPIRE STATE BUILDING,KATTEFAMILIEN,GLEDE
,23,9 ,9 / 32,Selvstendig quizdrivende ,1,DR. JONES,HUKOMMELSESTAP ,09.04.1939,FLORIDA,POKEMON,20%,PILOTFRUE,AUSTRALIA,1973,RONALDINHO ,73,KINA,EIFFELTÅRNET ,16,TITANIC,TEXAS,BRISKEBY ,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR ,THAILAND,TORSDAG,NICOLE KIDMAN,KARBONDIOKSID,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,NARSISIST ,OSCAR,94,WORLD TRADE CENTER,FUGL,KJÆRLIGHET 
,23,9 ,9 / 32,Saulius og Paulius,4,B,FLODHEST,21.8.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,CHILE,1969,MESSI ,1000,SØR-KOREA,EIFFELTÅRNET,6,J,A SERBIAN FILM,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KNIV,NORD-KOREA,TORSDAG,GWYNETH PALTROW,HASTIGHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD ,H,J,93,EMPIRE STATE BUILDING,A,KJÆRLIGHET
,23,9 ,9 / 32,RingnesEkspressen,5,INDIANA JONES,HESTEFOBI,01.09.1939,RHODE ISLAND,DUCKI,10%,PILOTFRUE,RUSSLAND,1972,KLOSE,120,INDIA,EIFFELTÅRNET,15,TITANS,WEST VIRGINIA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),PISTOL,MONGOLIA,TORSDAG,RYDER,FART,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,OSCAR,95,EMPIRE STATE BUILDING,HJORTEFAMILIEN,KJÆRLIGHET
